Sex,Week,Age,cov_deaths_wk,cov_cases_wk,cov_tests_wk,Deaths
f,21,35,0,7.400000000000034,NA,2
f,21,40,0,8.599999999999909,NA,1
f,21,45,0,10.400000000000091,NA,4
f,21,50,0,11,NA,5
f,21,55,0,8,NA,11
f,21,60,0,4.300000000000011,NA,24
f,21,65,0,2.7000000000000455,NA,25
f,21,70,0.40000000000000213,3.0999999999999943,NA,53
f,21,75,0.5999999999999979,4,NA,67
f,21,80,0.6000000000000014,5.200000000000017,NA,66
f,21,85,0.3999999999999986,3.799999999999983,NA,85
f,21,90,0.10000000000000142,1.5,NA,88
f,21,95,-0.10000000000000142,0.3999999999999986,NA,38
f,21,100,-0.10000000000000053,0.09999999999999964,NA,8
f,22,0,0,6.700000000000003,NA,1
f,22,5,0,6.400000000000006,NA,0
f,22,10,0,7.5,NA,0
f,22,15,0,10.5,NA,0
f,22,20,0,18.099999999999966,NA,0
f,22,25,0,22.799999999999955,NA,1
f,22,30,0,17.799999999999955,NA,0
f,22,35,0,13.099999999999966,NA,1
f,22,40,0,12.900000000000091,NA,2
f,22,45,0,15.099999999999909,NA,2
f,22,50,0,18.799999999999955,NA,9
f,22,55,0,18.199999999999932,NA,12
f,22,60,0.09999999999999964,13.300000000000011,NA,23
f,22,65,0.3000000000000007,9.699999999999989,NA,39
f,22,70,0.1999999999999993,8.900000000000006,NA,51
f,22,75,0.8000000000000007,7.099999999999994,NA,69
f,22,80,2.5999999999999943,4.799999999999983,NA,77
f,22,85,3.3999999999999986,3.200000000000017,NA,83
f,22,90,2.200000000000003,2.1000000000000085,NA,60
f,22,95,0.8000000000000007,0.7999999999999972,NA,41
f,22,100,0.10000000000000053,0.09999999999999964,NA,12
f,23,0,0,6.700000000000003,NA,0
f,23,5,0,5.299999999999997,NA,0
f,23,10,0,4.799999999999997,NA,0
f,23,15,0,5.100000000000023,NA,0
f,23,20,0,7.300000000000011,NA,2
f,23,25,0,11.700000000000045,NA,2
f,23,30,0,14.100000000000023,NA,0
f,23,35,0,12,NA,2
f,23,40,0,9.199999999999932,NA,2
f,23,45,0,7.800000000000068,NA,4
f,23,50,0,10,NA,10
f,23,55,0,10,NA,14
f,23,60,0.20000000000000018,7.199999999999989,NA,26
f,23,65,0.40000000000000036,4.800000000000011,NA,32
f,23,70,0.10000000000000142,4.300000000000011,NA,40
f,23,75,-0.10000000000000142,4.699999999999989,NA,62
f,23,80,-0.09999999999999432,5.5,NA,73
f,23,85,0,3.5,NA,74
f,23,90,0.3999999999999986,0.5,NA,73
f,23,95,0.40000000000000213,-0.3999999999999986,NA,35
f,23,100,0.1999999999999993,-0.1999999999999993,NA,10
f,24,0,0,2.200000000000003,NA,0.9999999999999999
f,24,5,0,1.7999999999999972,NA,0
f,24,10,0,1.7000000000000028,NA,0
f,24,15,0,2.3999999999999773,NA,0
f,24,20,0,5.100000000000023,NA,0
f,24,25,0,6.899999999999977,NA,0.9999999999999999
f,24,30,0,5.5,NA,0.9999999999999999
f,24,35,0,5.400000000000034,NA,0.9999999999999999
f,24,40,0,8.399999999999977,NA,5
f,24,45,0,10.600000000000023,NA,5
f,24,50,0,10.299999999999955,NA,7
f,24,55,0,7.800000000000068,NA,12
f,24,60,0.09999999999999964,5.600000000000023,NA,15.999999999999998
f,24,65,-0.10000000000000142,4.399999999999977,NA,26
f,24,70,0,3.9000000000000057,NA,49
f,24,75,0,3.1000000000000227,NA,55
f,24,80,0.3999999999999986,2,NA,87
f,24,85,0.7000000000000028,1,NA,78
f,24,90,0.6000000000000014,0.5999999999999943,NA,82
f,24,95,0.29999999999999716,0.3999999999999986,NA,42
f,24,100,0,0.09999999999999964,NA,10
f,25,0,0,5.299999999999997,NA,2
f,25,5,0,6.6000000000000085,NA,1
f,25,10,0,9.599999999999994,NA,0
f,25,15,0,13.300000000000011,NA,0
f,25,20,0,17.299999999999955,NA,2
f,25,25,0,16.700000000000045,NA,0
f,25,30,0,13.899999999999977,NA,1
f,25,35,0,13.100000000000023,NA,1
f,25,40,0,15.300000000000068,NA,2
f,25,45,0,15.699999999999932,NA,6
f,25,50,0,12.800000000000068,NA,11
f,25,55,0,8.099999999999909,NA,8
f,25,60,0,5.699999999999989,NA,23
f,25,65,0,7.199999999999989,NA,27
f,25,70,0,10.199999999999989,NA,34
f,25,75,0,9.799999999999983,NA,72
f,25,80,-0.10000000000000142,6.700000000000017,NA,81
f,25,85,0,3.299999999999983,NA,84
f,25,90,0.10000000000000142,1.5,NA,77
f,25,95,-0.09999999999999787,0.3999999999999986,NA,31
f,25,100,0,0.09999999999999964,NA,8
f,26,0,0,1.7999999999999972,NA,3
f,26,5,0,2.299999999999997,NA,0
f,26,10,0,3.5,NA,0
f,26,15,0,4.599999999999994,NA,0
f,26,20,0,5.5,NA,0
f,26,25,0,6.5,NA,0
f,26,30,0,6.900000000000091,NA,0
f,26,35,0,5.199999999999932,NA,1
f,26,40,0,3,NA,2
f,26,45,0,2.1000000000000227,NA,1
f,26,50,0,3.3999999999999773,NA,7
f,26,55,0,3.6000000000000227,NA,12
f,26,60,0,2.6999999999999886,NA,14
f,26,65,0,2.3000000000000114,NA,30.999999999999996
f,26,70,-0.10000000000000142,2.3999999999999773,NA,52
f,26,75,0.10000000000000142,1.5999999999999943,NA,59
f,26,80,0.5,0.5,NA,94
f,26,85,0.5,0.5,NA,86
f,26,90,0.09999999999999432,1.1999999999999886,NA,70
f,26,95,0,0.7000000000000028,NA,40
f,26,100,-0.09999999999999964,0.10000000000000142,NA,10
f,27,0,0,1,NA,4
f,27,5,0,2,NA,0
f,27,10,0,3.6999999999999886,NA,0
f,27,15,0,6.300000000000011,NA,0
f,27,20,0,10.5,NA,2
f,27,25,0,11.5,NA,0
f,27,30,0,6.5,NA,1
f,27,35,0,3.3999999999999773,NA,3
f,27,40,0,3.699999999999932,NA,1
f,27,45,0,6.2000000000000455,NA,6
f,27,50,0,8.899999999999977,NA,8
f,27,55,0,7.2000000000000455,NA,16
f,27,60,-0.09999999999999964,3.8000000000000114,NA,17
f,27,65,0.10000000000000142,2.3000000000000114,NA,36
f,27,70,0.3999999999999986,2,NA,48
f,27,75,0.6000000000000014,1,NA,68
f,27,80,0.10000000000000142,-0.10000000000002274,NA,70
f,27,85,0,0.09999999999999432,NA,82
f,27,90,0.4000000000000057,1,NA,75
f,27,95,0.3999999999999986,0.7999999999999972,NA,45
f,27,100,0.20000000000000018,0.1999999999999993,NA,8
f,28,0,0,3.0999999999999943,NA,0.9999999999999999
f,28,5,0,4.900000000000006,NA,0
f,28,10,0,7.900000000000006,NA,0.9999999999999999
f,28,15,0,11,NA,0
f,28,20,0,12.600000000000023,NA,0.9999999999999999
f,28,25,0,9.399999999999977,NA,0.9999999999999999
f,28,30,0,8.299999999999955,NA,0
f,28,35,0,8.700000000000045,NA,1.9999999999999998
f,28,40,0,9.700000000000045,NA,0.9999999999999999
f,28,45,0,10.299999999999955,NA,0
f,28,50,0,9.899999999999977,NA,6
f,28,55,0,7,NA,15
f,28,60,0,3.3999999999999773,NA,17
f,28,65,0,2.5,NA,37
f,28,70,0.5,3.400000000000034,NA,50
f,28,75,0.5,2.6000000000000227,NA,63.99999999999999
f,28,80,0.10000000000000142,1.1000000000000227,NA,79
f,28,85,-0.10000000000000142,2,NA,81
f,28,90,0,3,NA,80
f,28,95,0,1.6000000000000014,NA,33
f,28,100,0,0.40000000000000036,NA,10
f,29,0,0,3.8000000000000114,NA,2
f,29,5,0,6.099999999999994,NA,0
f,29,10,0,10.200000000000017,NA,0
f,29,15,0,14.900000000000006,NA,0
f,29,20,0,18.899999999999977,NA,2
f,29,25,0,13.200000000000045,NA,1
f,29,30,0,5.5,NA,1
f,29,35,0,7.5,NA,1
f,29,40,0,16.600000000000023,NA,4
f,29,45,0,20.399999999999977,NA,4
f,29,50,0,14.800000000000068,NA,5
f,29,55,0,10.199999999999932,NA,16
f,29,60,0,9.5,NA,11
f,29,65,0,6.5,NA,28
f,29,70,0.40000000000000213,2.8000000000000114,NA,52
f,29,75,0.5999999999999979,1.1999999999999886,NA,46
f,29,80,0.09999999999999432,1.1999999999999886,NA,89
f,29,85,-0.19999999999999574,0.700000000000017,NA,92
f,29,90,0,0,NA,69
f,29,95,0,0,NA,53
f,29,100,0,0,NA,10
f,30,0,0,1.3999999999999915,NA,4
f,30,5,0,3.700000000000003,NA,0
f,30,10,0,7.399999999999977,NA,0
f,30,15,0,12.599999999999966,NA,1
f,30,20,0,20.300000000000068,NA,0
f,30,25,0,22.699999999999932,NA,1
f,30,30,0,16.600000000000023,NA,2
f,30,35,0,13.399999999999977,NA,2
f,30,40,0,14.600000000000023,NA,2
f,30,45,0,13.399999999999977,NA,5
f,30,50,0,8.100000000000023,NA,5
f,30,55,0,4.900000000000091,NA,14
f,30,60,0,4.900000000000034,NA,23
f,30,65,0,6.099999999999966,NA,28
f,30,70,0,7.399999999999977,NA,44
f,30,75,0,5.599999999999994,NA,62.00000000000001
f,30,80,-0.09999999999999432,2,NA,74
f,30,85,0.09999999999999432,0,NA,79
f,30,90,0.3999999999999986,0.09999999999999432,NA,62.00000000000001
f,30,95,0.40000000000000213,-0.10000000000000142,NA,41
f,30,100,0.09999999999999964,0,NA,10
f,31,0,0,2,NA,0
f,31,5,0,11.899999999999991,NA,0
f,31,10,0,27,NA,0
f,31,15,0,41.900000000000034,NA,0
f,31,20,0,49.89999999999998,NA,2
f,31,25,0,39.10000000000002,NA,0
f,31,30,0,26.899999999999977,NA,0
f,31,35,0,20.100000000000023,NA,1
f,31,40,0,18.299999999999955,NA,5
f,31,45,0,23.800000000000068,NA,6
f,31,50,0,33.799999999999955,NA,10
f,31,55,0,25.199999999999932,NA,17
f,31,60,0,8.199999999999989,NA,23
f,31,65,0,3.8000000000000114,NA,37
f,31,70,0,6.699999999999989,NA,53
f,31,75,0,6.299999999999983,NA,60
f,31,80,0.5,2.6999999999999886,NA,62
f,31,85,0.5,0.4000000000000057,NA,82
f,31,90,0.10000000000000142,0.4000000000000057,NA,82
f,31,95,0,0.5,NA,40
f,31,100,0,0.09999999999999964,NA,9
f,32,0,0,7,NA,2
f,32,5,0,17.099999999999994,NA,0
f,32,10,0,34.20000000000002,NA,0
f,32,15,0,51.89999999999998,NA,1
f,32,20,0,63.299999999999955,NA,1
f,32,25,0,50.60000000000002,NA,2
f,32,30,0,32.299999999999955,NA,2
f,32,35,-0.1,25.700000000000045,NA,0
f,32,40,-0.2,28.700000000000045,NA,0
f,32,45,-0.5,33.19999999999993,NA,4
f,32,50,0.19999999999999996,33.39999999999998,NA,4
f,32,55,0.7000000000000002,20.600000000000023,NA,13
f,32,60,0,6.899999999999977,NA,25
f,32,65,0,4,NA,33
f,32,70,0.3999999999999986,6.400000000000034,NA,46
f,32,75,0.6000000000000014,5.600000000000023,NA,69
f,32,80,0.5,1.900000000000034,NA,77
f,32,85,0.5,0,NA,92
f,32,90,0.5999999999999943,0.4000000000000057,NA,68
f,32,95,0.29999999999999716,0.20000000000000284,NA,39
f,32,100,0.10000000000000053,0.09999999999999964,NA,7
f,33,0,0,14.600000000000009,NA,3
f,33,5,0,18.400000000000006,NA,0
f,33,10,0,26.099999999999994,NA,0
f,33,15,0,33.900000000000034,NA,0
f,33,20,0,40.5,NA,1
f,33,25,0,33.5,NA,1
f,33,30,0,20.800000000000068,NA,2
f,33,35,0,15.199999999999932,NA,1
f,33,40,0,15.5,NA,6
f,33,45,0,17.5,NA,4
f,33,50,0,19.800000000000068,NA,10
f,33,55,0,17.200000000000045,NA,13
f,33,60,0,11.300000000000011,NA,21
f,33,65,0,6.800000000000011,NA,20
f,33,70,0,4.5,NA,64
f,33,75,0,2.5,NA,63
f,33,80,0,1.1999999999999886,NA,73
f,33,85,0,0.799999999999983,NA,76
f,33,90,0,0.8000000000000114,NA,77
f,33,95,0,0.3999999999999986,NA,37
f,33,100,0,0.09999999999999964,NA,14
f,34,0,0,2.1999999999999886,NA,3
f,34,5,0,5.800000000000011,NA,0
f,34,10,0,12.5,NA,0
f,34,15,0,23.399999999999977,NA,0
f,34,20,0,40,NA,1
f,34,25,0,42,NA,2
f,34,30,0,26.199999999999932,NA,1
f,34,35,0,17.800000000000068,NA,2
f,34,40,0,19.199999999999932,NA,1
f,34,45,0,19.800000000000068,NA,4
f,34,50,0,16,NA,7
f,34,55,0,12,NA,8
f,34,60,-0.10000000000000053,9.199999999999989,NA,27
f,34,65,0.09999999999999964,6.800000000000011,NA,33
f,34,70,0.5,5.2999999999999545,NA,42
f,34,75,0.5,3.6999999999999886,NA,60
f,34,80,0.09999999999999432,2.3999999999999773,NA,67
f,34,85,-0.09999999999999432,1.5999999999999943,NA,92
f,34,90,0,1.1999999999999886,NA,76
f,34,95,0,0.7000000000000028,NA,34
f,34,100,0,0.10000000000000142,NA,9
f,35,0,0,6.700000000000017,NA,2
f,35,5,0,12.299999999999983,NA,0
f,35,10,0,23.600000000000023,NA,0
f,35,15,0,40.5,NA,1
f,35,20,0,66.60000000000002,NA,0
f,35,25,0,73.39999999999998,NA,4
f,35,30,0,51.90000000000009,NA,2
f,35,35,0,40.09999999999991,NA,2
f,35,40,0,44.60000000000002,NA,4
f,35,45,0,44.39999999999998,NA,3
f,35,50,0,36.09999999999991,NA,9
f,35,55,0,29.899999999999977,NA,20
f,35,60,0,25.600000000000023,NA,22
f,35,65,0,17.399999999999977,NA,34
f,35,70,-0.09999999999999787,10.600000000000023,NA,56
f,35,75,0.09999999999999787,6.400000000000034,NA,53
f,35,80,0.5,5.100000000000023,NA,63
f,35,85,0.5,2.9000000000000057,NA,79
f,35,90,0.10000000000000142,0.8000000000000114,NA,83
f,35,95,-0.09999999999999787,0.10000000000000142,NA,33
f,35,100,-0.10000000000000053,0,NA,10
f,36,0,0,20.899999999999977,NA,0
f,36,5,0,43.10000000000002,NA,0
f,36,10,0,82.09999999999997,NA,0
f,36,15,0,113.89999999999998,NA,0
f,36,20,0,121.5,NA,1
f,36,25,0,97.5,NA,0
f,36,30,0,77.69999999999993,NA,0
f,36,35,0,69.30000000000007,NA,1
f,36,40,0,73.70000000000005,NA,4
f,36,45,0,82.29999999999995,NA,6
f,36,50,0,91.40000000000009,NA,8
f,36,55,0,76.60000000000002,NA,11
f,36,60,0,48.5,NA,22
f,36,65,0,30.5,NA,36
f,36,70,0,24,NA,54
f,36,75,0,18,NA,73
f,36,80,0,12.599999999999966,NA,85
f,36,85,0,7.5,NA,76
f,36,90,-0.10000000000000142,3.6999999999999886,NA,98
f,36,95,0.09999999999999787,1.1999999999999957,NA,36
f,36,100,0.10000000000000053,0.1999999999999993,NA,9
f,37,0,0,14.200000000000017,NA,2
f,37,5,0,39.80000000000001,NA,0
f,37,10,0,89.69999999999999,NA,1
f,37,15,0,147.20000000000005,NA,1
f,37,20,0,196.0999999999999,NA,0
f,37,25,0,175.9000000000001,NA,1
f,37,30,0,114.39999999999998,NA,2
f,37,35,0,91.60000000000002,NA,2
f,37,40,0,112.29999999999995,NA,1
f,37,45,0,131.70000000000005,NA,2
f,37,50,0,126.20000000000005,NA,10
f,37,55,0,91.79999999999995,NA,14
f,37,60,0,57.200000000000045,NA,15
f,37,65,0,39.80000000000001,NA,25
f,37,70,0.5,35.19999999999999,NA,40
f,37,75,0.5,27.899999999999977,NA,65
f,37,80,0,19.5,NA,72
f,37,85,0,11.400000000000006,NA,81
f,37,90,0.5,6.199999999999989,NA,72
f,37,95,0.40000000000000213,2.3999999999999986,NA,43
f,37,100,0.09999999999999964,0.40000000000000036,NA,7
f,38,0,0,30.69999999999999,NA,4
f,38,5,0,63.299999999999955,NA,1
f,38,10,0,125.80000000000007,NA,1
f,38,15,0,189.19999999999993,NA,0
f,38,20,0,229.5,NA,0
f,38,25,0,192.39999999999986,NA,0
f,38,30,0,126.10000000000014,NA,0
f,38,35,0,106.89999999999998,NA,3
f,38,40,0,132,NA,1
f,38,45,0,145,NA,0
f,38,50,0,128.89999999999986,NA,8
f,38,55,0,101.20000000000005,NA,14
f,38,60,0,76.09999999999991,NA,18
f,38,65,0,54.80000000000001,NA,26
f,38,70,0.3999999999999986,42.400000000000034,NA,48
f,38,75,0.6000000000000014,28.5,NA,70
f,38,80,0.4000000000000057,18.5,NA,89
f,38,85,0.6999999999999957,12.600000000000023,NA,90
f,38,90,1.6000000000000014,8.600000000000023,NA,95
f,38,95,1,3.6000000000000014,NA,42
f,38,100,0.2999999999999998,0.6999999999999993,NA,10
f,39,0,0,32.400000000000006,NA,0.9999999999999999
f,39,5,0,67.60000000000002,NA,0
f,39,10,0,132.0999999999999,NA,0
f,39,15,0,176,NA,0
f,39,20,0,170.70000000000005,NA,0
f,39,25,0,123.40000000000009,NA,0.9999999999999999
f,39,30,0,90.09999999999991,NA,0.9999999999999999
f,39,35,0,86.89999999999998,NA,0.9999999999999999
f,39,40,0,109.79999999999995,NA,1.9999999999999998
f,39,45,0,124.20000000000005,NA,3
f,39,50,0.30000000000000004,115.60000000000014,NA,9
f,39,55,0.7000000000000002,84.39999999999986,NA,15.000000000000002
f,39,60,0.5,54.200000000000045,NA,19
f,39,65,0.5,39.80000000000001,NA,39
f,39,70,0.10000000000000142,36.099999999999966,NA,45
f,39,75,-0.10000000000000142,25.899999999999977,NA,59
f,39,80,0.29999999999999716,13.600000000000023,NA,74
f,39,85,0.7000000000000028,5.2999999999999545,NA,93
f,39,90,0.20000000000000284,2.5999999999999943,NA,70
f,39,95,-0.10000000000000142,1.3000000000000043,NA,35
f,39,100,-0.09999999999999964,0.3000000000000007,NA,7
f,40,0,0,23.80000000000001,NA,2
f,40,5,0,46.19999999999999,NA,0
f,40,10,0,87.60000000000002,NA,0
f,40,15,0,125.29999999999995,NA,0
f,40,20,0,145.29999999999995,NA,1
f,40,25,0,122.59999999999991,NA,0
f,40,30,0,83.70000000000005,NA,1
f,40,35,0,71.29999999999995,NA,2
f,40,40,0,89.79999999999995,NA,3
f,40,45,0,109.20000000000005,NA,1
f,40,50,0,110.19999999999982,NA,9
f,40,55,0,81.80000000000018,NA,12
f,40,60,0,50.700000000000045,NA,20
f,40,65,0,37.299999999999955,NA,34
f,40,70,-0.10000000000000142,35.69999999999999,NA,38
f,40,75,0.10000000000000142,27.30000000000001,NA,69
f,40,80,0.7999999999999972,16.80000000000001,NA,85
f,40,85,1.1999999999999957,9.200000000000045,NA,83
f,40,90,1.3999999999999986,5,NA,70
f,40,95,1.1999999999999993,1.5999999999999943,NA,46
f,40,100,0.39999999999999947,0.29999999999999893,NA,13
f,41,0,0,35.89999999999998,NA,3
f,41,5,0,59.10000000000002,NA,0
f,41,10,0,99.70000000000005,NA,1
f,41,15,0,132.30000000000018,NA,0
f,41,20,0,155.4000000000001,NA,1
f,41,25,0,145.60000000000014,NA,0
f,41,30,0,107.70000000000005,NA,1
f,41,35,0,83.29999999999995,NA,1
f,41,40,0,84.5,NA,1
f,41,45,0,95.5,NA,4
f,41,50,0,107.70000000000005,NA,5
f,41,55,0,91.29999999999995,NA,13
f,41,60,0.40000000000000036,64.19999999999993,NA,17
f,41,65,0.5999999999999996,53.700000000000045,NA,36
f,41,70,0.6000000000000014,56.5,NA,51
f,41,75,0.3999999999999986,44.400000000000034,NA,56
f,41,80,0.4000000000000057,26.899999999999977,NA,61.00000000000001
f,41,85,0.6000000000000014,13.199999999999989,NA,89
f,41,90,0.8999999999999986,5.900000000000006,NA,81
f,41,95,0.8000000000000043,1.9000000000000057,NA,34
f,41,100,0.3000000000000007,0.3000000000000007,NA,6
f,42,0,0,35.80000000000001,NA,2
f,42,5,0,90.19999999999999,NA,0
f,42,10,0,194.89999999999998,NA,0
f,42,15,0,275.1999999999998,NA,0
f,42,20,0,295.9000000000001,NA,1
f,42,25,0,267.1999999999998,NA,0
f,42,30,0,218,NA,1
f,42,35,0,180,NA,5
f,42,40,0,178.5,NA,2
f,42,45,0,197.5,NA,2
f,42,50,0.40000000000000013,221.9000000000001,NA,10
f,42,55,0.5999999999999996,174,NA,17
f,42,60,0.09999999999999964,99.60000000000002,NA,21
f,42,65,-0.09999999999999964,68.5,NA,28
f,42,70,0.3999999999999986,65.80000000000007,NA,47
f,42,75,0.6000000000000014,46.19999999999999,NA,76
f,42,80,1,22.69999999999999,NA,68
f,42,85,0.8999999999999986,12.199999999999989,NA,80
f,42,90,0.5,9.899999999999977,NA,64
f,42,95,0.3999999999999986,4.8999999999999915,NA,33
f,42,100,0.1999999999999993,1,NA,9
f,43,0,0,57.69999999999999,NA,0
f,43,5,0,135.29999999999995,NA,0
f,43,10,0,282,NA,0.9999999999999999
f,43,15,0,375.9000000000001,NA,0
f,43,20,0,367.9000000000001,NA,0
f,43,25,0,302.0999999999999,NA,0
f,43,30,0,245.29999999999995,NA,0
f,43,35,0,226.70000000000005,NA,0.9999999999999999
f,43,40,0,255,NA,0
f,43,45,0,266.9000000000001,NA,7
f,43,50,0.2999999999999998,248.60000000000014,NA,15
f,43,55,0.7000000000000002,192.39999999999986,NA,13
f,43,60,0.20000000000000107,129.9000000000001,NA,26
f,43,65,-0.20000000000000107,89,NA,24
f,43,70,-0.10000000000000142,68.39999999999998,NA,39
f,43,75,0.10000000000000142,42.599999999999966,NA,67
f,43,80,1.1999999999999957,24.100000000000023,NA,87
f,43,85,1.9000000000000057,16,NA,105
f,43,90,1.3999999999999986,12.400000000000006,NA,70
f,43,95,0.6000000000000014,6.200000000000003,NA,35
f,43,100,0,1.4000000000000004,NA,11
f,44,0,NA,NA,NA,NA
f,44,5,NA,NA,NA,NA
f,44,10,NA,NA,NA,NA
f,44,15,NA,NA,NA,NA
f,44,20,NA,NA,NA,NA
f,44,25,NA,NA,NA,NA
f,44,30,NA,NA,NA,NA
f,44,35,NA,NA,NA,NA
f,44,40,NA,NA,NA,NA
f,44,45,NA,NA,NA,NA
f,44,50,NA,NA,NA,NA
f,44,55,NA,NA,NA,NA
f,44,60,NA,NA,NA,NA
f,44,65,NA,NA,NA,NA
f,44,70,NA,NA,NA,NA
f,44,75,NA,NA,NA,NA
f,44,80,NA,NA,NA,NA
f,44,85,NA,NA,NA,NA
f,44,90,NA,NA,NA,NA
f,44,95,NA,NA,NA,NA
f,44,100,NA,NA,NA,NA
m,11,0,NA,0,NA,2
m,11,5,NA,0,NA,0
m,11,10,NA,0.20000000000000018,NA,1
m,11,15,NA,0.6999999999999993,NA,0
m,11,20,NA,2.3000000000000007,NA,1
m,11,25,NA,5.799999999999997,NA,3
m,11,30,NA,8.899999999999999,NA,1
m,11,35,NA,12.100000000000001,NA,6
m,11,40,NA,19.69999999999999,NA,4
m,11,45,NA,22.30000000000001,NA,7
m,11,50,NA,19.89999999999999,NA,9
m,11,55,NA,22,NA,16
m,11,60,NA,26.4,NA,34
m,11,65,NA,28.6,NA,68
m,11,70,NA,32.400000000000006,NA,78
m,11,75,NA,29.599999999999998,NA,86
m,11,80,NA,26.4,NA,86
m,11,85,NA,16.6,NA,90
m,11,90,NA,5.6,NA,39
m,11,95,NA,1.3,NA,11
m,11,100,NA,0.09999999999999998,NA,3
m,12,0,NA,1.1,NA,0
m,12,5,NA,1.9,NA,1
m,12,10,NA,2.2,NA,2
m,12,15,NA,3.8000000000000007,NA,1
m,12,20,NA,8.399999999999999,NA,0
m,12,25,NA,14.599999999999994,NA,1
m,12,30,NA,18.1,NA,2
m,12,35,NA,17.9,NA,2
m,12,40,NA,17.200000000000017,NA,7
m,12,45,NA,33.900000000000006,NA,5
m,12,50,NA,58.89999999999999,NA,13
m,12,55,NA,57.099999999999994,NA,18
m,12,60,NA,47,NA,36
m,12,65,NA,51,NA,56
m,12,70,NA,71.69999999999999,NA,76
m,12,75,NA,65.30000000000001,NA,95
m,12,80,NA,42.50000000000001,NA,98.00000000000001
m,12,85,NA,19.5,NA,100
m,12,90,NA,5.3999999999999995,NA,46.99999999999999
m,12,95,NA,0.6000000000000001,NA,13
m,12,100,NA,0,NA,1
m,13,0,NA,5.300000000000001,NA,1
m,13,5,NA,6.699999999999999,NA,0
m,13,10,NA,8.5,NA,0
m,13,15,NA,13.5,NA,1
m,13,20,NA,25.6,NA,1
m,13,25,NA,37.400000000000006,NA,0
m,13,30,NA,39.39999999999999,NA,0
m,13,35,NA,43.5,NA,3
m,13,40,NA,60.79999999999998,NA,3
m,13,45,NA,73.19999999999999,NA,10
m,13,50,NA,76.4,NA,12
m,13,55,NA,75.60000000000001,NA,17
m,13,60,NA,73.9,NA,28
m,13,65,NA,64.1,NA,52.99999999999999
m,13,70,NA,54.2,NA,80
m,13,75,NA,40.8,NA,96
m,13,80,NA,33,NA,110.99999999999999
m,13,85,NA,20,NA,100
m,13,90,NA,6.799999999999999,NA,68
m,13,95,NA,1.1999999999999997,NA,16
m,13,100,NA,0.10000000000000003,NA,2
m,14,0,0,8.5,NA,3
m,14,5,0,9.6,NA,0
m,14,10,0,12.5,NA,0
m,14,15,0,19.400000000000002,NA,0
m,14,20,0,37.400000000000006,NA,3
m,14,25,0,54.5,NA,3
m,14,30,0,52.70000000000002,NA,1
m,14,35,0,44.3,NA,1
m,14,40,0,39.30000000000001,NA,4
m,14,45,0,41.69999999999999,NA,14
m,14,50,0.30000000000000004,57.29999999999998,NA,10
m,14,55,0.7999999999999998,60.70000000000002,NA,22
m,14,60,2,51.79999999999998,NA,31
m,14,65,4.199999999999999,41.099999999999994,NA,52
m,14,70,9.299999999999997,36.099999999999994,NA,92
m,14,75,11.100000000000001,26.80000000000001,NA,111
m,14,80,8.8,19,NA,103
m,14,85,6.699999999999999,14.100000000000001,NA,81
m,14,90,4.6,9.600000000000001,NA,44
m,14,95,1.4000000000000004,2.9,NA,11
m,14,100,0.19999999999999996,0.4,NA,1
m,15,0,0,3.700000000000001,NA,2
m,15,5,0,5.199999999999999,NA,0
m,15,10,0,8.8,NA,0
m,15,15,0,15.299999999999997,NA,0
m,15,20,0,28.900000000000006,NA,1
m,15,25,0,38.099999999999994,NA,1
m,15,30,0.1,31.69999999999999,NA,2
m,15,35,0,27.30000000000001,NA,1
m,15,40,0.09999999999999998,31.99999999999997,NA,5
m,15,45,0.30000000000000004,32.900000000000034,NA,10
m,15,50,0.5,29.700000000000045,NA,7
m,15,55,1.1,29.299999999999955,NA,19
m,15,60,2.0999999999999996,31,NA,33
m,15,65,3.6999999999999993,27,NA,56
m,15,70,7.300000000000004,22.700000000000017,NA,92
m,15,75,9.299999999999997,20.399999999999977,NA,96
m,15,80,8.799999999999997,22.099999999999994,NA,111
m,15,85,5.799999999999997,17.799999999999997,NA,91
m,15,90,2.3999999999999986,9.200000000000003,NA,58
m,15,95,0.39999999999999947,2.500000000000001,NA,15
m,15,100,0,0.3999999999999999,NA,0
m,16,0,0,5,NA,3
m,16,5,0,7,NA,1
m,16,10,0,11.799999999999997,NA,0
m,16,15,0,19.099999999999994,NA,1
m,16,20,0,31,NA,1
m,16,25,0,36.099999999999994,NA,6
m,16,30,0,29.400000000000006,NA,3
m,16,35,0,25.599999999999994,NA,3
m,16,40,0.10000000000000003,30.5,NA,3
m,16,45,0,33.5,NA,8
m,16,50,0.2999999999999998,34.89999999999998,NA,9
m,16,55,0.5,36.10000000000002,NA,21
m,16,60,1.4000000000000004,35.30000000000001,NA,32
m,16,65,2.6000000000000014,28.600000000000023,NA,54
